action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,applicant_race_name_1,applicant_race_name_2,applicant_race_name_3,applicant_race_name_4,applicant_race_name_5,applicant_sex,applicant_sex_name,application_date_indicator,as_of_year,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,co_applicant_race_name_1,co_applicant_race_name_2,co_applicant_race_name_3,co_applicant_race_name_4,co_applicant_race_name_5,co_applicant_sex,co_applicant_sex_name,county_code,county_name,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_name_1,denial_reason_name_2,denial_reason_name_3,edit_status,edit_status_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,msamd,msamd_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,respondent_id,sequence_number,state_code,state_abbr,state_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,rate_spread,tract_to_msamd_income
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,171,5,,,,,White,,,,,1,Male,0,2016,1120.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000451965,0307655,36,NY,New York,106200,316,1661,1540,13.869999885559082,4966,,116.23999786376953
5,File closed for incompleteness,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,130,5,,,,,White,,,,,2,Female,0,2016,0082.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,119,Westchester County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000852218,0128632,36,NY,New York,72600,320,2383,2105,35.20000076293945,6931,,154.88999938964844
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,95,5,,,,,White,,,,,2,Female,0,2016,0103.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,55,Monroe County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000656733,0008589,36,NY,New York,68100,168,1548,1451,6.840000152587891,3788,,122.13999938964844
1,Loan originated,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",88,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2016,0128.04,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,85,Richmond County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),26-4599244,0805248,36,NY,New York,72600,456,1625,1107,21.860000610351562,4259,,117.66000366210938
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,86,5,,,,,White,,,,,2,Female,0,2016,5217.00,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,59,Nassau County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000008116,0001425,36,NY,New York,106200,120,1570,1555,6.429999828338623,4747,,112.7699966430664
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,90,5,,,,,White,,,,,1,Male,0,2016,1349.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,103,Suffolk County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000504713,0020940,36,NY,New York,106200,312,1568,1416,8.970000267028809,5105,,122.87000274658203
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,105,5,,,,,White,,,,,1,Male,0,2016,0155.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,61,New York County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000852218,0019081,36,NY,New York,72600,442,43,3333,19.479999542236328,9350,,298.7799987792969
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,49,5,,,,,White,,,,,1,Male,0,2016,0132.06,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,55,Monroe County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",16-1566654,0000576,36,NY,New York,68100,172,1525,1171,24.40999984741211,5518,,112.68000030517578
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,69,2,,,,,Asian,,,,,1,Male,0,2016,0293.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,5,Bronx County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,81-0611149,0000038,36,NY,New York,72600,166,165,1240,30.110000610351562,5052,,154.6300048828125
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,66,3,,,,,Black or African American,,,,,1,Male,0,2016,1470.03,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,103,Suffolk County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000005588,0000186,36,NY,New York,106200,290,1774,1637,13.359999656677246,4648,,124.12000274658203
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,52,5,,,,,White,,,,,1,Male,0,2016,1476.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000451965,0095311,36,NY,New York,106200,349,887,786,7.170000076293945,2607,,125.01000213623047
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2016,0243.00,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,81,Queens County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000852218,0422397,36,NY,New York,72600,1,1767,1015,71.77999877929688,5440,,84.11000061035156
1,Loan originated,1,OCC,Office of the Comptroller of the Currency,2,Not Hispanic or Latino,295,5,,,,,White,,,,,2,Female,0,2016,0501.02,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,69,Ontario County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,16-1237621,0000691,36,NY,New York,68100,413,3727,3415,6.5,10803,,165.8800048828125
1,Loan originated,1,OCC,Office of the Comptroller of the Currency,2,Not Hispanic or Latino,36,5,,,,,White,,,,,1,Male,0,2016,5915.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,77,Otsego County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000001354,0000077,36,NY,New York,58900,126,1796,1180,4.039999961853027,3664,,96.04000091552734
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,247,5,,,,,White,,,,,1,Male,0,2016,1353.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000008116,0000046,36,NY,New York,106200,402,1257,1184,10.319999694824219,3713,,108.04000091552734
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,85,5,,,,,White,,,,,1,Male,0,2016,1595.06,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,0000476810,0017762,36,NY,New York,106200,53,2859,2241,34.720001220703125,8793,,82.62999725341797
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,80,3,,,,,Black or African American,,,,,2,Female,0,2016,0029.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,119,Westchester County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,11-3199045,0000104,36,NY,New York,72600,311,824,219,99.27999877929688,3866,,57.959999084472656
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,31,5,,,,,White,,,,,2,Female,0,2016,0128.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,55,Monroe County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000852218,0018101,36,NY,New York,68100,101,1354,1070,22.729999542236328,4431,,115.04000091552734
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,81,5,,,,,White,,,,,1,Male,0,2016,0216.04,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,75,Oswego County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,45060,Syracuse - NY,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000003025,0000446,36,NY,New York,69200,39,1529,854,7.860000133514404,4364,,95.37999725341797
1,Loan originated,5,NCUA,National Credit Union Administration,3,"Information not provided by applicant in mail, Internet, or telephone application",269,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,0,2016,1118.02,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000008116,0001736,36,NY,New York,106200,545,947,919,9.960000038146973,2932,,108.2699966430664
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,,5,,,,,White,,,,,2,Female,0,2016,4064.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,59,Nassau County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000451965,0694283,36,NY,New York,106200,150,1879,2147,7.349999904632568,6642,,165.8300018310547
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,87,5,,,,,White,,,,,2,Female,0,2016,0660.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,47,Kings County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",22-2812732,0000156,36,NY,New York,72600,350,635,556,18.329999923706055,1773,,111.47000122070312
1,Loan originated,1,OCC,Office of the Comptroller of the Currency,2,Not Hispanic or Latino,50,5,,,,,White,,,,,1,Male,0,2016,0216.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,117,Wayne County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000718024,0000058,36,NY,New York,68100,105,1574,1164,7.599999904632568,4433,,84.76000213623047
3,Application denied by financial institution,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,23,5,,,,,White,,,,,1,Male,0,2016,9628.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,101,Steuben County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,0000010933,0000788,36,NY,New York,58900,20,1557,1224,5.590000152587891,3543,,113.08000183105469
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,72,2,,,,,Asian,,,,,1,Male,0,2016,1226.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000008116,0002187,36,NY,New York,106200,240,1867,1650,30.260000228881836,5852,,89.30000305175781
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,61,5,,,,,White,,,,,2,Female,0,2016,1587.04,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,103,Suffolk County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,0000501105,0010168,36,NY,New York,106200,146,2190,2289,41.349998474121094,8344,,67.83999633789062
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,77,2,,,,,Asian,,,,,1,Male,0,2016,0303.02,2,Not Hispanic or Latino,2,,,,,Asian,,,,,1,Male,85,Richmond County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",11-3198028,0000955,36,NY,New York,72600,288,2151,1611,68.97000122070312,6369,,120.33999633789062
1,Loan originated,1,OCC,Office of the Comptroller of the Currency,2,Not Hispanic or Latino,80,5,,,,,White,,,,,1,Male,0,2016,0122.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,55,Monroe County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,16-1237621,0000835,36,NY,New York,68100,123,1374,1125,8.479999542236328,6011,,192.8699951171875
